,ParcelID,ActualYear,TotalFinis,SaleAmount,NumberBeds,year,month,year-month,price_SF,geometry,DISTRICTID,GEOID,ZONE
58829,081 530,2019,4446,792350,5,2019,7,2019-7,178.2163743,POINT (683499.6596472922 1299086.9919692567),1,13073030107,PUD
58830,081A164,2020,1753,270000,3,2022,6,2022-6,154.0216771,POINT (680190.2867952442 1289505.9615013897),1,13073030105,T-R
58831,081A165,2020,1707,222000,3,2020,10,2020-10,130.0527241,POINT (680166.8508108641 1289497.2569082875),1,13073030105,T-R
58832,081A166,2020,1707,220000,3,2020,12,2020-12,128.8810779,POINT (680134.0399091642 1289485.0736415565),1,13073030105,T-R
58833,081A167,2020,1753,210000,3,2021,2,2021-2,119.7946378,POINT (680110.6026681619 1289476.371970947),1,13073030105,T-R
58834,081A168,2020,1707,232900,3,2021,9,2021-9,136.4381957,POINT (680087.1653307249 1289467.6695718444),1,13073030105,T-R
58835,081A169,2020,1753,215000,3,2021,2,2021-2,122.646891,POINT (680063.6907810675 1289459.2167940538),1,13073030105,T-R
58836,081A170,2020,1793,298500,3,2023,5,2023-5,166.4807585,POINT (680033.9008466399 1289539.4234402908),1,13073030105,T-R
58837,081A171,2020,1753,220000,3,2020,7,2020-7,125.4991443,POINT (680057.2289136323 1289548.2928448902),1,13073030105,T-R
58838,081A172,2020,1707,218000,3,2020,7,2020-7,127.7094318,POINT (680080.6660084554 1289556.9971360096),1,13073030105,T-R
58840,081A174,2020,1743,217000,3,2020,4,2020-4,124.497992,POINT (680136.9120004872 1289577.8837202499),1,13073030105,T-R
58841,081A175,2020,1734,275500,3,2023,4,2023-4,158.8811995,POINT (680160.3487957045 1289586.5864814892),1,13073030105,T-R
58842,081A176,2020,1743,210000,3,2020,2,2020-2,120.4819277,POINT (680183.7855415391 1289595.288998932),1,13073030105,T-R
58843,081A177,2020,1734,276000,3,2023,3,2023-3,159.1695502,POINT (680207.2215694122 1289603.9917944493),1,13073030105,T-R
58846,081A180,2020,1734,260000,3,2022,5,2022-5,149.9423299,POINT (680341.1725175433 1289610.3372849245),1,13073030105,T-R
58847,081A181,2019,1875,210000,3,2019,10,2019-10,112,POINT (680328.1539556526 1289631.6867914915),1,13073030105,T-R
58848,081A182,2019,1728,215000,3,2019,9,2019-9,124.4212963,POINT (680316.3641562338 1289653.6102265806),1,13073030105,T-R
58849,081A183,2019,1875,215000,3,2019,10,2019-10,114.6666667,POINT (680279.8933403799 1289748.320315008),1,13073030105,T-R
58850,081A184,2019,1734,210000,3,2019,11,2019-11,121.1072664,POINT (680256.4571622434 1289739.6168464788),1,13073030105,T-R
58852,081A186,2019,1734,215000,3,2019,11,2019-11,123.9907728,POINT (680209.5836375783 1289722.2124792896),1,13073030105,T-R
58853,081A187,2020,1743,217000,3,2020,3,2020-3,124.497992,POINT (680176.7733035373 1289710.0276716175),1,13073030105,T-R
58854,081A188,2020,1734,202400,3,2020,3,2020-3,116.7243368,POINT (680153.3378192144 1289701.324510049),1,13073030105,T-R
58855,081A189,2020,1743,289900,3,2023,7,2023-7,166.3224326,POINT (680129.9016410767 1289692.6208774822),1,13073030105,T-R
58856,081A190,2020,1734,217000,3,2020,4,2020-4,125.1441753,POINT (680106.4637215588 1289683.9196362677),1,13073030105,T-R
58857,081A191,2020,1793,275000,3,2022,7,2022-7,153.3742331,POINT (680073.6549554878 1289671.736985375),1,13073030105,T-R
58858,081A192,2020,1753,215000,3,2020,10,2020-10,122.646891,POINT (680050.2188936243 1289663.0320259403),1,13073030105,T-R
58859,081A193,2020,1707,212000,3,2020,6,2020-6,124.1944933,POINT (680026.7810900311 1289654.3307010452),1,13073030105,T-R
58860,081A194,2020,1753,217000,3,2020,6,2020-6,123.7877924,POINT (680003.3454146262 1289645.6203409352),1,13073030105,T-R
58862,081A196,2019,1875,272000,3,2022,11,2022-11,145.0666667,POINT (679951.8487754491 1289610.0416662113),1,13073030105,T-R
58868,081B002,1976,2649,255000,5,2018,4,2018-4,96.26274066,POINT (690514.2732200606 1290293.4232224473),1,13073030108,R-2
58873,081B006,1984,3861,589900,4,2021,10,2021-10,152.7842528,POINT (689912.885242787 1290739.522564316),1,13073030108,R-2
58875,081B008,1978,3524,385000,5,2019,9,2019-9,109.2508513,POINT (689665.1839750431 1290610.6901854607),1,13073030108,R-2
58880,081B124,1973,2717,290000,5,2021,5,2021-5,106.7353699,POINT (687856.8873471103 1291243.6253505496),1,13073030108,R-2
58887,081B1245,1979,3583,640000,4,2021,3,2021-3,178.6212671,POINT (688714.5229706939 1289622.7422988545),1,13073030108,R-2
58891,081B126,1975,4631,445000,4,2018,9,2018-9,96.0915569,POINT (687747.8083799509 1290987.6968272696),1,13073030108,R-2
58892,081B127,1975,2728,460175,4,2021,2,2021-2,168.6858504,POINT (687681.2104213056 1290853.6538866553),1,13073030108,R-2
58901,081B136,1981,3432,494000,4,2019,7,2019-7,143.9393939,POINT (689777.4550704849 1289777.6045724887),1,13073030108,R-2
58902,081B137,1979,2380,388000,4,2020,6,2020-6,163.0252101,POINT (689684.127942659 1289671.1373290222),1,13073030108,R-2
58903,081B138,1975,2803,365000,4,2020,3,2020-3,130.217624,POINT (689546.1981634332 1289622.7045788083),1,13073030108,R-2
58905,081B140,1979,4107,687000,6,2023,2,2023-2,167.2753835,POINT (689252.9657520272 1289491.6273943845),1,13073030108,R-2
58908,081B144,1975,3729,435000,6,2020,6,2020-6,116.6532582,POINT (688515.8461008708 1289569.027689433),1,13073030108,R-2
58910,081B146,1975,2826,246000,4,2020,3,2020-3,87.04883227,POINT (688227.313985286 1289283.0588809445),1,13073030108,R-2
58912,081B148,1978,4366,845000,5,2022,10,2022-10,193.5409986,POINT (687901.94735049 1289212.1825567016),1,13073030108,R-2
58917,081B153A,2020,6408,195000,4,2018,2,2018-2,30.43071161,POINT (687754.4959175208 1289055.8608541442),1,13073030108,R-2
58930,081B509,1986,3395,531000,4,2018,4,2018-4,156.4064801,POINT (683591.313720253 1288002.7866701812),1,13073030108,PUD
58936,081B515,1991,3552,468000,4,2020,7,2020-7,131.7567568,POINT (683384.6101537287 1287874.4367610922),1,13073030108,PUD
58937,081B516,1990,3307,465000,4,2019,9,2019-9,140.6108255,POINT (683505.9584561643 1287879.687552953),1,13073030108,PUD
58938,081B517,1986,3023,365000,4,2018,8,2018-8,120.7409858,POINT (683655.9656781433 1287876.848540256),1,13073030108,PUD
58945,081B524,2023,3698,162500,5,2022,11,2022-11,43.94267171,POINT (684692.9824938795 1287950.9363039276),1,13073030108,PUD
58954,081B533,1990,4408,530000,4,2020,12,2020-12,120.2359347,POINT (683590.8651087033 1287663.965353219),1,13073030108,PUD
58959,081B538,2002,4286,1075000,4,2020,10,2020-10,250.8166122,POINT (682907.7522185734 1287787.0009982577),1,13073030108,PUD
58976,081B545,1987,4210,630000,4,2019,4,2019-4,149.6437055,POINT (684134.6494634758 1290578.1826271417),1,13073030108,PUD
58978,081B547,1988,3543,515000,4,2020,7,2020-7,145.3570421,POINT (683910.6091288952 1290461.7217436754),1,13073030108,PUD
58979,081B548,1988,4052,600000,4,2018,4,2018-4,148.0750247,POINT (683799.7089101033 1290404.0208021721),1,13073030108,PUD
58981,081B550,1989,3757,457000,4,2020,2,2020-2,121.6396061,POINT (683565.614319047 1290281.5408196573),1,13073030108,PUD
58982,081B551,1989,3947,540000,4,2021,8,2021-8,136.8127692,POINT (683636.529957436 1290085.5397572985),1,13073030108,PUD
58989,081B558,1990,4916,640000,4,2022,5,2022-5,130.187144,POINT (683982.6064409636 1289661.8668516586),1,13073030108,PUD
58994,081B909,1994,3761,550000,4,2021,6,2021-6,146.2377027,POINT (684190.4292018627 1288774.4718473924),1,13073030108,PUD
58995,081B910,1993,4325,895000,5,2023,4,2023-4,206.9364162,POINT (684175.7578945729 1288908.3220548443),1,13073030108,PUD
59004,081B919,1993,4113,665000,4,2021,11,2021-11,161.6824702,POINT (684535.548716607 1289588.0742220553),1,13073030108,PUD
59007,081B922,1994,2567,500000,4,2022,4,2022-4,194.7798987,POINT (685937.7319115483 1285195.2197660848),1,13073030108,PUD
59010,081B925,1993,3155,427000,4,2019,7,2019-7,135.340729,POINT (685966.4907611345 1284910.2229773374),1,13073030108,PUD
59012,081B927,1994,2849,300000,3,2021,5,2021-5,105.3001053,POINT (685780.2890206196 1285049.1197383371),1,13073030108,PUD
59028,081B943,1997,2644,520000,4,2022,6,2022-6,196.6717095,POINT (685524.6267588019 1284421.0056443263),1,13073030108,PUD
59031,081B946,2002,2908,339900,4,2020,7,2020-7,116.8844567,POINT (685546.6075092221 1284198.716417592),1,13073030108,PUD
59034,081B949,2001,3171,410500,4,2021,5,2021-5,129.4544308,POINT (685326.8035561162 1284083.106323256),1,13073030108,PUD
59047,081G012,2000,2485,280000,4,2021,12,2021-12,112.6760563,POINT (684338.4558205733 1293865.4451465397),1,13073030107,R-2
59052,081G017,2003,2706,375000,4,2023,4,2023-4,138.5809313,POINT (684591.4695507303 1294222.7841985899),1,13073030107,R-2
59054,081G019,2000,2740,300000,4,2021,8,2021-8,109.4890511,POINT (684690.4014389041 1294372.835834195),1,13073030107,R-2
59056,081G021,2003,2798,235000,4,2019,4,2019-4,83.98856326,POINT (684822.1029443352 1294505.4129296883),1,13073030107,R-2
59061,081G026,1995,2676,299900,4,2019,6,2019-6,112.0702541,POINT (685048.6714467391 1294498.2216001437),1,13073030107,R-2
59064,081G029,2002,2677,399000,4,2023,3,2023-3,149.0474412,POINT (684878.6076347486 1294241.9187495122),1,13073030107,R-2
59066,081G031,1997,2592,266000,4,2019,6,2019-6,102.6234568,POINT (684772.5673281346 1294082.8967850506),1,13073030107,R-2
59067,081G032,2002,2577,265000,4,2018,4,2018-4,102.8327513,POINT (684711.1658668219 1294013.341452346),1,13073030107,R-2
59084,081G049,2003,2469,275600,4,2020,10,2020-10,111.6241393,POINT (684493.1252311487 1292844.7035804277),1,13073030107,R-2
59086,081G051,1999,5705,690000,7,2023,8,2023-8,120.9465381,POINT (684734.9390148326 1292866.5716000618),1,13073030107,R-2
59087,081G052,1999,2702,295900,4,2019,7,2019-7,109.511473,POINT (684763.7038590088 1293014.2063214756),1,13073030107,R-2
59088,082 229,2002,2469,320500,3,2022,3,2022-3,129.8096395,POINT (684223.653773224 1295350.2532674822),1,13073030107,R-2
59092,082 233,2001,2060,211980,4,2019,9,2019-9,102.9029126,POINT (683954.6733642892 1295200.3358535015),1,13073030107,R-2
59095,082 236,2002,2060,294000,4,2022,12,2022-12,142.7184466,POINT (683721.8695422567 1295258.6623745437),1,13073030107,R-2
59101,082 242,2002,2849,347000,4,2022,7,2022-7,121.7971218,POINT (683722.1231956809 1295062.8195210702),1,13073030107,R-2
59107,082 248,2001,2180,236650,4,2020,6,2020-6,108.5550459,POINT (684087.152226091 1294794.7960677634),1,13073030107,R-2
59113,082 254,2002,2986,258000,4,2019,6,2019-6,86.403215,POINT (684549.4822194725 1295043.0046357177),1,13073030107,R-2
59114,082 255,2002,2597,287100,4,2021,4,2021-4,110.5506353,POINT (684585.7413631798 1295139.7481260584),1,13073030107,R-2
59115,082 256,2002,2335,257500,4,2020,5,2020-5,110.2783726,POINT (684582.3902950546 1295251.5435769209),1,13073030107,R-2
59118,082 259,2002,2191,337000,4,2022,6,2022-6,153.8110452,POINT (684209.5606257351 1295076.0233752292),1,13073030107,R-2
59119,082 260,2002,2045,328500,3,2023,5,2023-5,160.6356968,POINT (684266.727872789 1294975.029271894),1,13073030107,R-2
59123,082 266,2007,2670,310000,3,2021,7,2021-7,116.1048689,POINT (684650.4335936006 1294967.555131854),1,13073030107,R-2
59124,082 267,2007,2800,322000,4,2021,10,2021-10,115,POINT (684597.4452727997 1294895.9968926627),1,13073030107,R-2
59127,082 270,2006,2816,216000,3,2020,9,2020-9,76.70454545,POINT (684442.595728196 1294690.3670316106),1,13073030107,R-2
59130,082 273,2005,2044,299900,4,2023,6,2023-6,146.7221135,POINT (684231.1761494636 1294629.491367756),1,13073030107,R-2
59132,082 275,2005,2404,300000,4,2023,3,2023-3,124.7920133,POINT (684082.0559084937 1294657.2278778716),1,13073030107,R-2
59134,082 277,2004,2190,281000,4,2021,8,2021-8,128.3105023,POINT (683921.8013479158 1294713.2803166104),1,13073030107,R-2
59146,080 031,1962,1188,150000,3,2019,4,2019-4,126.2626263,POINT (670982.077574915 1269500.4127247373),2,13073030203,R-2
59153,080 035,1978,1576,246000,3,2021,6,2021-6,156.0913706,POINT (669796.1188565114 1269897.3828684627),2,13073030203,R-2
59172,080 048A,2012,2417,399900,4,2022,3,2022-3,165.453041,POINT (670855.9151575811 1269174.7207729637),2,13073030203,R-2
59173,080 048B,2012,2912,409900,4,2023,9,2023-9,140.7623626,POINT (670752.8614028333 1269284.863532885),2,13073030203,R-2
59174,080 049,2001,2790,365000,3,2020,11,2020-11,130.8243728,POINT (670886.7936166401 1269807.2247334106),2,13073030203,R-2
59189,081 436,2016,3456,534900,4,2019,6,2019-6,154.7743056,POINT (681798.7421171968 1296185.6517812638),1,13073030107,PUD
59192,081 439,2015,3072,409000,4,2018,5,2018-5,133.1380208,POINT (681881.1932538896 1296427.9026155146),1,13073030107,PUD
59193,081 440,2018,3438,550000,4,2018,9,2018-9,159.9767307,POINT (681929.3544734435 1296385.5246086258),1,13073030107,PUD
59194,081 441,2015,3084,535000,4,2021,10,2021-10,173.4760052,POINT (681968.0141436203 1296339.640724699),1,13073030107,PUD
59196,081 443,2015,2549,376500,4,2019,8,2019-8,147.7049823,POINT (682179.2002739217 1296170.4563164222),1,13073030107,PUD
59197,081 444,2015,3109,499000,4,2019,6,2019-6,160.5017691,POINT (682209.694425868 1296255.513192403),1,13073030107,PUD
59199,081 446,2016,3237,620000,4,2021,6,2021-6,191.5353723,POINT (682131.0841914954 1296433.215832822),1,13073030107,PUD
59200,081 447,2016,2806,420000,4,2020,7,2020-7,149.6792587,POINT (682085.9809352458 1296486.7470577804),1,13073030107,PUD
59206,081 452,2016,2664,389500,4,2019,6,2019-6,146.2087087,POINT (680496.2916197241 1296817.0935368722),1,13073030107,PUD
59207,081 453,2016,2844,449900,4,2021,5,2021-5,158.1926864,POINT (680447.4286125606 1296851.9084101603),1,13073030107,PUD
59208,081 454,2023,2910,609900,4,2023,5,2023-5,209.5876289,POINT (680366.6068064178 1296655.6972939172),1,13073030107,PUD
59211,081 457,2017,2699,449900,4,2021,7,2021-7,166.6913672,POINT (680523.103993732 1296567.9483299095),1,13073030107,PUD
59213,081 459,2019,2951,481918,4,2019,5,2019-5,163.3066757,POINT (682133.9952137695 1296037.979097041),1,13073030107,PUD
59214,081 460,2020,2928,495800,4,2020,2,2020-2,169.3306011,POINT (682112.0037232802 1295971.74495355),1,13073030107,PUD
59215,081 461,2019,2661,454114,4,2020,5,2020-5,170.6553927,POINT (682091.3341991181 1295904.360484255),1,13073030107,PUD
59216,081 462,2017,2880,580000,4,2022,5,2022-5,201.3888889,POINT (682066.2396829482 1295839.2016361353),1,13073030107,PUD
59217,081 463,2019,3426,559900,5,2019,11,2019-11,163.4267367,POINT (682043.6392875471 1295772.9589785943),1,13073030107,PUD
59219,081 465,2019,2860,465000,4,2020,12,2020-12,162.5874126,POINT (682026.4782741108 1295633.5545359123),1,13073030107,PUD
59221,081 467,2020,3158,635000,5,2022,4,2022-4,201.0766308,POINT (681886.5618708052 1295498.989784934),1,13073030107,PUD
59222,081 468,2019,3088,532800,4,2018,11,2018-11,172.5388601,POINT (681821.7278714785 1295530.1724643442),1,13073030107,PUD
59223,081 469,2020,3297,641900,5,2020,7,2020-7,194.6921444,POINT (681761.0150497461 1295564.5930621983),1,13073030107,PUD
59224,081 470,2019,3568,617320,4,2019,5,2019-5,173.0156951,POINT (681692.5819982884 1295586.7081965953),1,13073030107,PUD
59227,081 473,2018,2910,427000,4,2018,8,2018-8,146.7353952,POINT (681743.3479365996 1295766.1783687123),1,13073030107,PUD
59233,081 479,2019,2939,488000,5,2019,8,2019-8,166.0428717,POINT (681899.1128206373 1295960.9785715118),1,13073030107,PUD
59234,081 480,2017,2681,426500,4,2019,7,2019-7,159.0824319,POINT (681919.7021460054 1296017.9373630274),1,13073030107,PUD
59235,081 481,2017,2428,418900,4,2018,7,2018-7,172.5288303,POINT (681940.2674018448 1296074.0016294243),1,13073030107,PUD
59241,081A119,2010,1550,205000,3,2021,6,2021-6,132.2580645,POINT (678872.163155576 1290215.1241252574),1,13073030105,T-R
59243,081A121,2010,1913,550000,3,2022,8,2022-8,287.5065342,POINT (678947.769070209 1290256.7001398804),1,13073030105,T-R
59250,081A129,2006,1947,230000,3,2021,7,2021-7,118.1304571,POINT (679144.8100911393 1290115.0068476135),1,13073030105,T-R
59255,081A134,2007,1706,220000,3,2021,12,2021-12,128.9566237,POINT (679158.9738276101 1289892.5020332632),1,13073030105,T-R
59256,081A135,2010,1576,256500,3,2022,2,2022-2,162.7538071,POINT (679203.4528212812 1289827.8245281554),1,13073030105,T-R
59261,081A140,2008,1282,122000,2,2021,3,2021-3,95.16380655,POINT (678966.0470129215 1289831.6209448953),1,13073030105,T-R
59262,081A141,2008,1496,215000,3,2020,10,2020-10,143.7165775,POINT (678936.6324957432 1289858.975364204),1,13073030105,T-R
59264,081A143,2011,2170,305000,3,2022,6,2022-6,140.5529954,POINT (678862.0708295144 1289933.3621573716),1,13073030105,T-R
59265,081A144,2011,1913,265000,3,2021,10,2021-10,138.5258756,POINT (678820.7550800404 1289979.315831388),1,13073030105,T-R
59267,081A146,2011,1550,205000,3,2020,12,2020-12,132.2580645,POINT (678888.5883823934 1290056.5336201072),1,13073030105,T-R
59269,081A148,2009,1917,200000,3,2019,8,2019-8,104.3296818,POINT (678979.968412123 1290106.7371748318),1,13073030105,T-R
59270,081A149,2009,1692,279900,3,2022,11,2022-11,165.4255319,POINT (679015.1685928208 1290126.0910211662),1,13073030105,T-R
59271,081A150,2009,1983,206000,3,2018,8,2018-8,103.8830055,POINT (679060.9886256031 1290157.1183038254),1,13073030105,T-R
59273,081A153,2020,1750,220000,3,2020,11,2020-11,125.7142857,POINT (680418.7745918593 1289508.05272339),1,13073030105,T-R
59274,081A154,2020,1707,215000,3,2020,11,2020-11,125.9519625,POINT (680397.9177424402 1289494.2698595626),1,13073030105,T-R
59275,081A155,2020,1750,215000,3,2020,11,2020-11,122.8571429,POINT (680377.0614665879 1289480.4851771342),1,13073030105,T-R
59276,081A156,2020,1793,220000,3,2020,11,2020-11,122.6993865,POINT (680356.2054775489 1289466.7000903005),1,13073030105,T-R
59277,081A157,2020,1793,221000,3,2021,3,2021-3,123.257111,POINT (680327.0054505784 1289447.4045091982),1,13073030105,T-R
59278,081A158,2021,1753,215000,3,2021,2,2021-2,122.646891,POINT (680305.9181492734 1289433.8722738412),1,13073030105,T-R
59279,081A159,2021,1707,270000,3,2022,7,2022-7,158.172232,POINT (680283.783283276 1289421.8718353629),1,13073030105,T-R
59280,081A160,2021,1753,220000,3,2021,2,2021-2,125.4991443,POINT (680261.3316119394 1289410.516521682),1,13073030105,T-R
59281,081A161,2020,1793,255000,3,2021,11,2021-11,142.2197434,POINT (680259.8199227358 1289533.7520599854),1,13073030105,T-R
59282,081A162,2020,1753,213000,3,2020,10,2020-10,121.5059897,POINT (680237.0957896624 1289523.4720333945),1,13073030105,T-R
59283,081A163,2020,1707,215000,3,2020,10,2020-10,125.9519625,POINT (680213.723069826 1289514.6638939911),1,13073030105,T-R
59289,081B1183,2023,5139,165000,6,2020,8,2020-8,32.10741389,POINT (680590.8119350061 1290272.3418854375),1,13073030108,R-2
59292,081B1186,2021,7563,185000,6,2018,5,2018-5,24.46119265,POINT (680733.0868298577 1290710.570703838),1,13073030108,R-2
59301,081B1194,2021,6383,160000,5,2019,9,2019-9,25.06658311,POINT (681090.8221699854 1290615.655723754),1,13073030108,R-2
59311,081B1203,2007,8200,1250000,8,2021,4,2021-4,152.4390244,POINT (681788.0065765568 1291114.1757367293),1,13073030108,R-2
59321,081B1215,2008,5721,1650000,4,2022,5,2022-5,288.4111169,POINT (685913.2971122448 1287560.6434111763),1,13073030108,PUD
59344,081B470,1985,3291,450000,4,2021,6,2021-6,136.7365542,POINT (685911.3980121452 1288092.6713494826),1,13073030108,PUD
